tiff_file,prompt,ground_truth
Thermal_272,What is the hottest point of the shoe? Strictly return a single numerical value rounded to one decimal place.,36.9
Thermal_2721,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_2721,What is the minimum temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.4
Thermal_2721,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_2721,What average temperature does the person on the left show? Strictly return a single numerical value rounded to one decimal place.,31.9
Thermal_2721,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_2721,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_2722,What average temperature does the person on the right show? Strictly return a single numerical value rounded to one decimal place.,31.6
Thermal_2722,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,29.1
Thermal_2722,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.4
Thermal_2722,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.8
Thermal_2722,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.9
Thermal_2722,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_2723,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,32.6
Thermal_2723,What is the lowest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_2723,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,35.5
Thermal_2723,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.8
Thermal_2723,What is the minimum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,28.8
Thermal_2723,What is the maximum temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,34.6
Thermal_2725,What is the average temperature of the person on the left? Strictly return a single numerical value rounded to one decimal place.,33.3
Thermal_2725,What is the coldest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,31.2
Thermal_2725,What is the hottest point of the person on the left? Strictly return a single numerical value rounded to one decimal place.,35.7
Thermal_2725,What is the mean temperature of the person on the right? Strictly return a single numerical value rounded to one decimal place.,33.7
Thermal_2725,What is the coldest point of the person on the right? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_2725,What is the highest temperature recorded for the person on the right? Strictly return a single numerical value rounded to one decimal place.,37.5
