tiff_file,prompt,category,ground_truth
Thermal_1837,"Between the tire on the left and the tire on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,right
Thermal_1838,"Which tire is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,right
Thermal_1838,"Which of the two tires has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tire,left
Thermal_1838,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1838,"Between the tree on the right and the tree on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1839,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1839,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1844,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1844,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1845,"Between the wheel on the left and the wheel on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1845,"Which of the two wheels has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1851,"Which wheel is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1851,"Which of the two wheels has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1852,"Between the wheel on the right and the wheel on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,right
Thermal_1852,"Which of the two wheels has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Wheel,left
Thermal_1854,"Which of the two trees has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1854,"Which of the two trees has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1855,"Which tree is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1855,"Which of the two trees has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1859,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1859,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_186,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_186,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_1860,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1860,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1862,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1862,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1862,"Which tree is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1862,"Between the tree on the left and the tree on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_187,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_187,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_1870,"Between the car on the left and the car on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,left
Thermal_1870,"Which car is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Car,right
Thermal_1870,"Which tree is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1870,"Which of the two trees has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1872,"Between the tree on the right and the tree on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1872,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1873,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_1873,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1873,"Which of the two trees has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,left
Thermal_1873,"Which tree is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Tree,right
Thermal_1876,"Which of the two cylinders has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Cylinder,right
